4320,0,0,0,0,0.830,1.3647,710.0,23.9
4225,8.00E+08,1.30E+08,1.80E+06,0.0000,0.845,1.3578,693.5,23.0
4130,1.65E+09,2.69E+08,9.20E+06,0.0000,0.860,1.3509,677.0,22.0
4030,2.38E+09,4.26E+08,1.90E+07,0.0000,0.875,1.3440,660.0,21.0
3930,3.11E+09,6.12E+08,3.21E+07,1.02E+07,0.890,1.3370,643.0,20.0
3830,4.42E+09,9.81E+08,1.67E+08,6.92E+08,0.910,1.3301,626.0,19.1
3730,6.50E+09,1.76E+09,1.06E+09,2.47E+09,0.930,1.3232,609.0,18.2
3630,7.49E+09,2.38E+09,1.82E+09,3.48E+09,0.950,1.3164,592.5,17.3
3530,8.27E+09,3.08E+09,2.71E+09,4.65E+09,0.970,1.3095,576.0,16.4
