2.180000000000000000e+03,1.187000000000000055e+00,1.205000000000000071e+00
2.164000000000000000e+03,1.197000000000000064e+00,1.207999999999999963e+00
2.115000000000000000e+03,1.225999999999999979e+00,1.217999999999999972e+00
2.065000000000000000e+03,1.256000000000000005e+00,1.229000000000000092e+00
2.015000000000000000e+03,1.288999999999999924e+00,1.239999999999999991e+00
1.965000000000000000e+03,1.322000000000000064e+00,1.252999999999999892e+00
1.915000000000000000e+03,1.358000000000000096e+00,1.266000000000000014e+00
1.865000000000000000e+03,1.395000000000000018e+00,1.280000000000000027e+00
1.815000000000000000e+03,1.435000000000000053e+00,1.294999999999999929e+00
1.765000000000000000e+03,1.475000000000000089e+00,1.310000000000000053e+00
1.715000000000000000e+03,1.516999999999999904e+00,1.326999999999999957e+00
1.665000000000000000e+03,1.564999999999999947e+00,1.346000000000000085e+00
1.615000000000000000e+03,1.622000000000000108e+00,1.366000000000000103e+00
